 Mr. Abraham LSalomon,['01']
 Sir. Cosmo Edmund (Mr Morgan)Duff Gordon,['01']
 Lady. (Lucille Christiana Sutherland) (Mrs Morgan)Duff Gordon,['01']
 Miss. Laura MabelFrancatelli,['01']
 Mr. Charles Emil HenryStengel,['01']
 Miss. Elisabeth WaltonAllen,['02']
 Mrs. William (Winnie Minnie Treanor)Coutts,['02']
 Mrs. Edward Scott (Elisabeth Walton McMillan)Robert,['02']
 Mr. AntonKink-Heilmann,['02']
 Mrs. Robert Clifford (Malvina Helen Lamson)Cornell,['02']
 Master. William Loch WilliamCoutts,['02']
 Mrs. Walter Donald (Mahala Dutton)Douglas,['02']
 Miss. Luise GretchenKink-Heilmann,['02']
 Miss. EmilieKreuchen,['02']
 Miss. BerthaLeRoy,['02']
 Mrs. Anton (Luise Heilmann)Kink-Heilmann,['02']
 Master. Eden Leslie NevilleCoutts,['02']
 Miss. Georgette AlexandraMadill,['02']
 Mr. HammadHassab,['03']
 Col. Oberst AlfonsSimonius-Blumer,['03']
 Mrs. Charles Melville (Clara Jennings Gregg)Hays,['03']
 Mr. Robert WilliamsDaniel,['03']
 Master. Robert DouglasSpedden,['03']
 Dr. MaxStahelin-Maeglin,['03']
 Mrs. Albert Adrian (Vera Gillespie)Dick,['03']
 Miss. AnnePerreault,['03']
 Mr. Thomas Drake MartinezCardeza,['03']
 Mrs. James Warburton Martinez (Charlotte Wardle Drake)Cardeza,['03']
 Mrs. Frederic Oakley (Margaretta Corning Stone)Spedden,['03']
 Mrs. Thornton (Orian Hays)Davidson,['03']
 Mr. HarryAnderson,['03']
 Mr. Frederic OakleySpedden,['03']
 Mr. Walter JamesHawksford,['03']
 Mr. Albert AdrianDick,['03']
 Mr. AdolpheSaalfeld,['03']
 Miss. Margaret EdithGraham,['03']
 Miss. Helen AliceWilson,['03']
 Miss. Elizabeth WShutes,['03']
 Miss. Elizabeth MargaretBurns,['03']
 Mrs. William Thompson (Edith Junkins)Graham,['03']
 Mr. Henry SleeperHarper,['03']
 Mrs. Henry Sleeper (Myna Haxtun)Harper,['03']
 Mr. Gustave JLesurer,['03']
 Miss. AnnaWard,['03']
 Miss. Elizabeth MusseyEustis,['04']
 Miss. AugustaSerepeca,['04']
 Miss. Caroline LouiseEndres,['04']
 Miss. Emily BorieRyerson,['04']
 Miss. Jean GertrudeHippach,['04']
 Miss. MargaretFleming,['04']
 Mrs. William (Anna)Hamalainen,['04']
 Mrs. John Jacob (Madeleine Talmadge Force)Astor,['04']
 Miss. Susan Parker SuzetteRyerson,['04']
 Mrs. Herbert Fuller (Carrie Constance Toogood)Chaffee,['04']
 Master. William RoweRichards,['04']
 Miss. AmalieGeiger,['04']
 Mrs. Elizabeth (Eliza Needs)Hocking,['04']
 Master. William Thornton IICarter,['04']
 Mrs. Sidney (Emily Hocking)Richards,['04']
 Mrs. Walter Miller (Virginia McDowell)Clark,['04']
 Miss. VictorineChaudanson,['04']
 Mrs. John Bradley (Florence Briggs Thayer)Cumings,['04']
 Miss. Lucile PolkCarter,['04']
 Miss. RosalieBidois,['04']
 Miss. Ellen NellieHocking,['04']
 Mrs. William Ernest (Lucile Polk)Carter,['04']
 Master. John BorieRyerson,['04']
 Miss. Grace ScottBowen,['04']
 Mrs. Louis Albert (Ida Sophia Fischer)Hippach,['04']
 Mrs. Walter Bertram (Martha Eustis)Stephenson,['04']
 Master. George SibleyRichards,['04']
 Mrs. Arthur Larned (Emily Maria Borie)Ryerson,['04']
 Master. ViljoHamalainen,['04']
 Mrs. George Dunton (Eleanor Elkins)Widener,['04']
 Mrs. John Borland (Marian Longstreth Morris)Thayer,['04']
 Mrs. Frank Manley (Anna Sophia Atkinson)Warren,['05']
 Mr. Karl HowellBehr,['05']
 Mrs. Henry William (Clara Heinsheimer)Frauenthal,['05']
 Mrs. George Achilles (Dorothy Annan)Harder,['05']
 Mr. Edward PenningtonCalderhead,['05']
 Mrs. Henry Arthur Jr (Eleanor Genevieve Fosdick)Cassebeer,['05']
 Master. WashingtonDodge,['05']
 Miss. Helen MonypenyNewsom,['05']
 Mrs. Edwin Nelson Jr (Gertrude Parsons)Kimball,['05']
 Mr. John Irwin (Irving)Flynn,['05']
 Mr. Richard LeonardBeckwith,['05']
 Mrs. Maxmillian (Margaretha Emerentia Stehli)Frolicher-Stehli,['05']
 Mrs. Samuel L (Edwiga Grabowska)Goldenberg,['05']
 Dr. Henry WilliamFrauenthal,['05']
 Mr. Samuel LGoldenberg,['05']
 Mr. Norman CampbellChambers,['05']
 Mrs. Washington (Ruth Vidaver)Dodge,['05']
 Mr. Spencer VictorSilverthorne,['05']
 Mrs. Richard Leonard (Sallie Monypeny)Beckwith,['05']
 Miss. Hedwig MargarithaFrolicher,['05']
 Mr. Isaac GeraldFrauenthal,['05']
 Mrs. Charles Emil Henry (Annie May Morris)Stengel,['05']
 Mr. Edwin Nelson JrKimball,['05']
 Mrs. Norman Campbell (Bertha Griggs)Chambers,['05']
 Miss. Helene RagnhildOstby,['05']
 Mr. MaxmillianFrolicher-Stehli,['05']
 Mr. George AchillesHarder,['05']
 Mrs. George Nelson (Martha Evelyn)Stone,['06']
 Mrs. Tyrell William (Julia Florence Siegel)Cavendish,['06']
 Mlle. Berthe Antonine (Mrs de Villiers)Mayne,['06']
 Miss. AmelieIcard,['06']
 Mrs. (Edith Martha Bowerman)Chibnall,['06']
 Mrs. Lucien Philip (Mary Eloise Hughes)Smith,['06']
 Mrs. James (Helene DeLaudeniere Chaput)Baxter,['06']
 Mrs. James Joseph (Margaret Tobin)Brown,['06']
 Mrs. William Augustus (Marie Eugenie)Spencer,['06']
 Miss. Elsie EdithBowerman,['06']
 Mrs. Carl Johan (Sigrid Posse)Lindstrom,['06']
 Mrs. Edward (Helen Churchill Hungerford)Candee,['06']
 Mrs. Frederick Charles (Mary Helene Baxter)Douglas,['06']
 Miss. Ellen NellieBarber,['06']
 Miss. MadeleineNewell,['06']
 Mrs. Edgar Joseph (Leila Saks)Meyer,['06']
 Major. Arthur GodfreyPeuchen,['06']
 Mrs. Martin (Elizabeth L. Barrett)Rothschild,['06']
 Miss. MarjorieNewell,['06']
 Mr. Fahim (Philip Zenni)Leeni,['06']
 Mrs. Boulton (Olive Potter)Earnshaw,['07']
 Mr. HenryBlank,['07']
 Mr. William BertramGreenfield,['07']
 Mr. Paul RomaineChevre,['07']
 Mr. Alfred (Baron von Drachstedt)Nourney,['07']
 Miss. Harriet RCrosby,['07']
 Mrs. Leonard (Pauline C Boeson)Gibson,['07']
 Mr. Dickinson HBishop,['07']
 Mrs. Thomas Jr (Lily Alexenia Wilson)Potter,['07']
 Mr. PierreMarechal,['07']
 Mr. Alfred FernandOmont,['07']
 Miss. Dorothy WinifredGibson,['07']
 Mrs. Dickinson H (Helen Walton)Bishop,['07']
 Mr. John PillsburySnyder,['07']
 Miss. Margaret BechsteinHays,['07']
 Mrs. Alfred (Antoinette)Flegenheim,['07']
 Mr. Frederic KimberSeward,['07']
 Mr. William ThompsonSloper,['07']
 Mrs. Leo David (Blanche Strouse)Greenfield,['07']
 Mr. Gilbert Milligan JrTucker,['07']
 Mrs. Edward Gifford (Catherine Elizabeth Halstead)Crosby,['07']
 Mr. James RobertMcGough,['07']
 Mrs. John Pillsbury (Nelle Stevenson)Snyder,['07']
 Miss. Marie GriceYoung,['08']
 Miss. GladysCherry,['08']
 Mrs. Frederick Joel (Margaret Welles Barron)Swift,['08']
 Mrs. William Robert (Emma Eliza Ward)Bucknell,['08']
 Miss. Mary NatalieWick,['08']
 Miss. RuthTaussig,['08']
 Miss. SarahDaniels,['08']
 Mrs. Thomas (Edith Wearne)Pears,['08']
 Mrs. Victor de Satode (Maria Josefa Perez de Soto y Vallejo)Penasco y Castellana,['08']
 Mrs. John Stuart (Ella Holmes)White,['08']
 Miss. AmeliaBissette,['08']
 Mrs. Frederick R (Marion)Kenyon,['08']
 Miss. RobertaMaioni,['08']
 Mrs. Emil (Tillie Mandelbaum)Taussig,['08']
 Miss. AlbinaBazzani,['08']
 the Countess. of (Lucy Noel Martha Dyer-Edwards)Rothes,['08']
 Dona. FerminaOliva y Ocana,['08']
 Miss. CarolineBonnell,['08']
 Miss. EllenBird,['08']
 Mrs. Alexander Oskar (Mary Aline Towner)Holverson,['08']
 Mrs. George Dennick (Mary Hitchcock)Wick,['08']
 Miss. ElizabethBonnell,['08']
 Dr. Alice (Farnham)Leader,['08']
 Mr. Sidney C StuartCollett,['09']
 Mme. Leontine PaulineAubart,['09']
 Miss. KateHerman,['09']
 Mrs. (Rosa)Pinsky,['09']
 Mr. CharlesWilhelms,['09']
 Mr. Charles Hallace (Mr C Rolmane)Romaine,['09']
 Ms. EncarnacionReynaldo,['09']
 Miss. Mary ConoverLines,['09']
 Mlle. EmmaSagesser,['09']
 Miss. KateBuss,['09']
 Mr. George (George Arthur Brayton)Bradley,['09']
 Mr. JuhaNiskanen,['09']
 Miss. EllenToomey,['09']
 Miss. MarionWright,['09']
 Mr. EmilioPallas y Castello,['09']
 Miss. AliceHerman,['09']
 Mrs. James (Elizabeth Bessie Inglis Milne)Watt,['09']
 Mrs. Florence FannieKelly,['09']
 Miss. Bertha JWatt,['09']
 Mrs. Samuel (Jane Laver)Herman,['09']
 Mrs. Ernest H (Elizabeth Lindsey James)Lines,['09']
 Mr. Berk (Berk Trembisky)Pickard,['09']
 Mr. JuhoStranden,['09']
 Mr. JulianPadro y Manent,['09']
 Miss. Marion ElsieSmith,['09']
 Miss. Nora AKeane,['10']
 Mrs. Mark (Mary McDougald)Fortune,['10']
 Mrs. John James (Florence Louise Long)Ware,['10']
 Mrs. Albert (Antoinette Magnin)Mallet,['10']
 Mrs. Samuel (Hannah Wizosky)Abelson,['10']
 Miss. Elizabeth Gladys MillvinaDean,['10']
 Mrs. Edwy Arthur (Ada Mary Worth)West,['10']
 Master. Bertram VereDean,['10']
 Miss. AnnaSinkkonen,['10']
 Mr. MasabumiHosono,['10']
 Mrs. (Ada E Hall)Ball,['10']
 Mrs. Daniel Warner (Mary Graham Carmichael Farquarson)Marvin,['10']
 Miss. Barbara JWest,['10']
 Miss. Mabel HelenFortune,['10']
 Master. AndreMallet,['10']
 Miss. Gretchen FiskeLongley,['10']
 Mrs. Leopold (Mathilde Francoise Pede)Weisz,['10']
 Miss. Kornelia TheodosiaAndrews,['10']
 Miss. Alice ElizabethFortune,['10']
 Mrs. Stephen (Annie Margaret Hill)Hold,['10']
 Mrs. John C (Anna Andrews)Hogeboom,['10']
 Mrs. James Vivian (Lulu Thorne Christian)Drew,['10']
 Miss. Ethel FloraFortune,['10']
 Mr. NeshanKrekorian,['10']
 Mrs. Bertram (Eva Georgetta Light)Dean,['10']
 Miss. Constance MiriumWest,['10']
 Mrs. Percival (Florence Kate White)Thorneycroft,['10']
 Miss. Olga ElidaLundin,['10']
 Master. Marshall BrinesDrew,['10']
 Master. Hudson TrevorAllison,['11']
 Master. Philip FrankAks,['11']
 Miss. Kate Florence (Mrs Kate Louise Phillips Marshall)Phillips,['11']
 Miss. Phyllis MayQuick,['11']
 Mrs. Allen Oliver (Nellie E Baumgardner)Becker,['11']
 Mrs. Amin S (Marie Marthe Thuillard)Jerwan,['11']
 Miss. MaudeSincock,['11']
 Mr. Jan BaptistSheerlinck,['11']
 Mrs. Frederick Charles (Jane Richards)Quick,['11']
 Mr. Philipp EdmundMock,['11']
 Miss. Winifred VeraQuick,['11']
 Miss. Annie Jessie NinaHarper,['11']
 Mrs. William A (Florence Mary Agnes Hughes)Angle,['11']
 Mrs. (Elizabeth Ramell)Nye,['11']
 Miss. Jessie WillsLeitch,['11']
 Mr. Theodorede Mulder,['11']
 Miss. Edith LouiseRosenbaum,['11']
 Master. Richard FBecker,['11']
 Miss. Marion LouiseBecker,['11']
 Miss. Amelia MildredBrown,['11']
 Mrs. Paul (Emma Mock)Schabert,['11']
 Mrs. Claus Peter (Jennie L Howard)Hansen,['11']
 Miss. AliceCleaver,['11']
 Mrs. William Baird (Alice Munger)Silvey,['11']
 Mr. JuliusSap,['11']
 Miss. Dagmar Jenny Ingeborg Bryhl,['12']
 Mrs. Sinai (Miriam Sternin)Kantor,['12']
 Mrs. (Lutie Davis)Parrish,['12']
 Mrs. (Alice Frances)Christy,['12']
 Mr. Peter HenryRenouf,['12']
 Mr. Gurshon GusCohen,['12']
 Miss. EthelGarside,['12']
 Miss. EmilyRugg,['12']
 Miss. AsuncionDuran y More,['12']
 Mrs. Sebastiano (Argenia Genovesi)del Carlo,['12']
 Miss. Julie RachelChristy,['12']
 Miss. SusanWebber,['12']
 Miss. FlorentinaDuran y More,['12']
 Miss. BerthaLehmann,['12']
 Miss. Alice Frances LouisaPhillips,['12']
 Mrs. Sidney Samuel (Amy Frances Christy)Jacobsohn,['12']
 Miss. Laura AliceCribb,['12']
 Miss. Lilian WBentham,['12']
 Mrs. William (Imanita Parrish Hall)Shelley,['12']
 Dr. WashingtonDodge,['13']
 Mr. EdwardBeane,['13']
 Mr. ChoongFoo,['13']
 Miss. Johanna HannahRiordan,['13']
 Mrs. Guillaume Joseph (Emma)de Messemaeker,['13']
 Miss. ElizabethDowdell,['13']
 Mr. Johan CharlesAsplund,['13']
 Miss. MaryMcGovern,['13']
 Mrs. (Mary D Kingcome) Hewlett,['13']
 Miss. Hanora NorahO'Leary,['13']
 Mrs. Albert Francis (Sylvia Mae Harbaugh)Caldwell,['13']
 Miss. Virginia EthelEmanuel,['13']
 Mr. Percy ThomasOxenham,['13']
 Miss. Helmina JosefinaNilsson,['13']
 Miss. Mary AgathaGlynn,['13']
 Miss. Bridget DeliaBradley,['13']
 Miss. Hilda MarySlayter,['13']
 Master. Alden GatesCaldwell,['13']
 Mr. Albert FrancisCaldwell,['13']
 Master. Artur KarlOlsen,['13']
 Miss. Marguerite RutSandstrom,['13']
 Miss. Beatrice IreneSandstrom,['13']
 Miss. LucyRidsdale,['13']
 Mrs. Edward (Ethel Clarke)Beane,['13']
 Mr. Fridtjof ArneMadsen,['13']
 Mr. BerntJohannesen-Bratthammer,['13']
 Mrs. Hjalmar (Agnes Charlotta Bengtsson)Sandstrom,['13']
 Mr. Einar GervasiusKarlsson,['13']
 Miss. Anna SofiaNysten,['13']
 Miss. Brigdet DeliaMcDermott,['13']
 Miss. JuliaSmyth,['13']
 Mr. DanielBuckley,['13']
 Miss. KateConnolly,['13']
 Mrs. Sam (Leah Rosen)Aks,['13']
 Miss. MaryDavis,['13']
 Mr. Johan CervinSvensson,['13']
 Mr. LawrenceBeesley,['13']
 Miss. Aurora AdeliaLandergren,['13']
 Miss. Ruth ElizabethBecker,['13']
 Mr. DavidVartanian,['13 15']
 Mr. Gunnar IsidorTenglin,['13 15']
 Mr. Eugene PatrickDaly,['13 15 B']
 Miss. Simonne Marie Anne AndreeLaroche,['14']
 Miss. Sara RebeccaCompton,['14']
 Mr. FangLang,['14']
 Mrs. Harvey (Charlotte Annie Tate)Collyer,['14']
 Mrs. (Elizabeth Anne Maidment)Mellinger,['14']
 Miss. Edith EileenBrown,['14']
 Mrs. Joseph (Juliette Marie Louise Lafargue)Laroche,['14']
 Mrs. (Amelia Milley)Lemore,['14']
 Mrs. William Edward (Lillian E Thorpe)Minahan,['14']
 Mr. Charles EugeneWilliams,['14']
 Miss. Marjorie LottieCollyer,['14']
 Miss. Madeleine VioletMellinger,['14']
 Master. MeierMoor,['14']
 Mrs. John Morgan (Elizabeth Agnes Mary White) Davies,['14']
 Mrs. Alexander (Thamine Thelma)Thomas,['14']
 Master. John Morgan JrDavies,['14']
 Mrs. Arthur Henry (Addie Dart Trevaskis)Wells,['14']
 Master. Ralph LesterWells,['14']
 Mr. William FisherHoyt,['14']
 Miss. Eva MiriamHart,['14']
 Mrs. Benjamin (Esther Ada Bloomfield)Hart,['14']
 Mrs. Alexander Taylor (Mary Eliza Ingersoll)Compton,['14']
 Mrs. (Beila)Moor,['14']
 Mr. Emilio Ilario GiuseppePortaluppi,['14']
 Miss. JoanWells,['14']
 Miss. NellieWalcroft,['14']
 Mrs. Charles V (Ada Maria Winfield)Clarke,['14']
 Miss. LouiseLaroche,['14']
 Miss. Daisy EMinahan,['14']
 Miss. Clear AnnieCameron,['14']
 Mr. EdwardRyan,['14']
 Mrs. (Selena Rogers)Cook,['14']
 Mrs. Thomas William Solomon (Elizabeth Catherine Ford)Brown,['14']
 Mr. Harry (Mr E Haven)Homer,['15']
 Mr. William HenryTornquist,['15']
 Miss. Lillian GertrudAsplund,['15']
 Mr. NikolaLulic,['15']
 Miss. Hildur EHirvonen,['15']
 Miss. MancaKarun,['15']
 Miss. Margaret MaggieMadigan,['15']
 Mr. Oskar ArvidHedman,['15']
 Master. Edvin Rojj FelixAsplund,['15']
 Miss. Anna SofiaTurja,['15']
 Mrs. Carl Oscar (Selma Augusta Emilia Johansson)Asplund,['15']
 Mr. EiriikJussila,['15']
 Mr. Hanna AssiBarah,['15']
 Mr. Johan JulianSundman,['15']
 Mr. Nassef CassemAlbimona,['15']
 Mr. Thure EdvinLundstrom,['15']
 Mrs. Alexander (Helga E Lindqvist)Hirvonen,['15']
 Miss. Margaret Marcella MaggieDaly,['15']
 Miss. Bertha EMulvihill,['15']
 Mr. GeorgeHarris,['15']
 Mr. LuigiFinoli,['15']
 Mr. Oskar LeanderJohansson Palmquist,['15']
 Mr. Abraham August JohannesAbrahamsson,['15']
 Mrs. Pekka Pietari (Elin Matilda Dolck)Hakkarainen,['15']
 Mr. FranzKarun,['15']
 Mr. Karl EdwartDahl,['15']
 Mr. HannaMamee,['15']
 Mr. Karl AlbertMidtsjo,['15']
 Master. Harold TheodorJohnson,['15']
 Mrs. (Hedwig)Turkula,['15']
 Mr. IvanJalsevac,['15']
 Mr. Eino WilliamLindqvist,['15']
 Mrs. Oscar W (Elisabeth Vilhelmina Berg)Johnson,['15']
 Mr. CarlJonsson,['15']
 Miss. Eleanor IleenJohnson,['15']
 Mr. Guillaume Josephde Messemaeker,['15']
 Mr. Ernst UlrikPersson,['15']
 Miss. Catherine KatieMcCarthy,['15 16']
 Miss. Margaret JaneMurphy,['16']
 Miss. MargarethMannion,['16']
 Mrs. Thomas Henry (Mary E Finck)Davison,['16']
 Miss. Lyyli KaroliinaSilven,['16']
 Mrs. Adolf Fredrik (Anna Elisabeth Judith Andersson)Dyker,['16']
 Miss. Carla Christine NielsineAndersen-Jensen,['16']
 Miss. Anna SofiaSjoblom,['16']
 Miss. NoraMurphy,['16']
 Miss. Katherine KatieGilnagh,['16']
 Miss. AgnesMcCoy,['16']
 Miss. Karen MarieAbelseth,['16']
 Miss. Katherine KatieMullens,['16']
 Miss. AliciaMcCoy,['16']
 Mr. BernardMcCoy,['16']
 Miss. Anna Katherine Annie KateKelly,['16']
 Master. Assad AlexanderThomas,['16']
 Miss. Edwina Celia WinnieTroutt,['16']
 Miss. BerthaMoran,['16']
 Miss. Helen EllenCarr,['16']
 Miss. Hanora NoraHealy,['16']
 Miss. Helen Mary EllieMockler,['16']
 Mrs. Lizzie (Elizabeth Anne Wilkinson)Faunthorpe,['16']
 Miss. Katherine KateMurphy,['16']
 Mrs. Elmer Zebley (Juliet Cummins Wright)Taylor,['5 7']
 Mr. Elmer ZebleyTaylor,['5 7']
 Mr. Peter Denis Daly,['5 9']
 Miss. ConstanceWillard,['8 10']
 Mr. ArthurKeefe,['A']
 Mr. Olaus JorgensenAbelseth,['A']
 Mr. Edvard BengtssonLindell,['A']
 Mr. Richard Norris IIWilliams,['A']
 Mrs. Stanton (Rosa Hunt)Abbott,['A']
 Mr. ThomsonBeattie,['A']
 Mr. Carl OlofJansson,['A']
 Mrs. Edvard Bengtsson (Elin Gerda Persson)Lindell,['A']
 Mr. August Edvard (Wennerstrom)Andersson,['A']
 Mr. George Alexander LucienRheims,['A']
 Mr. Oscar WilhelmOlsson,['A']
 Col. Archibald IVGracie,['B']
 Mr. Victor FrancisSunderland,['B']
 Mr. William JohnMellors,['B']
 Mr. Abraham (David Lishin)Harmer,['B']
 Mr. PatrickO'Keefe,['B']
 Mr. John Borland JrThayer,['B']
 Mr. Edward ArthurDorking,['B']
 Mr. Algernon Henry WilsonBarkworth,['B']
 Mr. Albert JohanMoss,['B']
 Miss. Emily LouisaBadman,['C']
 Miss. EugenieBaclini,['C']
 Miss. BanouraAyoub,['C']
 Miss. Helene BarbaraBaclini,['C']
 Master. GeriosMoubarek,['C']
 Mrs. Solomon (Latifa Qurban)Baclini,['C']
 Mrs. Said (Waika Mary Mowad)Nakid,['C']
 Mr. ChangChip,['C']
 Mr. LeeBing,['C']
 Miss. Amy Zillah ElsieStanley,['C']
 Mr. Joseph BruceIsmay,['C']
 Mr. AbrahamHyman,['C']
 Master. Michael JPeter,['C']
 Miss. Hilda MariaHellstrom,['C']
 Mrs. FatimaMasselmani,['C']
 Master. Halim Gonios (William George)Moubarek,['C']
 Mrs. Mariana (Miriam)Assaf Khalil,['C']
 Mrs. George Joseph (Shawneene Abi-Saab)Whabee,['C']
 Miss. JamilaNicola-Yarred,['C']
 Mrs. George (Omine Amenia Alexander)Moubarek,['C']
 Master. EliasNicola-Yarred,['C']
 Mr. AliLam,['C']
 Miss. Adele Kiamie JaneNajib,['C']
 Miss. Sarah ARoth,['C']
 Miss. Maria (Mary)Nakid,['C']
 Miss. Anna KristineSalkjelsvik,['C']
 Miss. Marie CatherineBaclini,['C']
 Mr. LingHee,['C']
 Mrs. Darwis (Hanne Youssef Razi)Touma,['C']
 Miss. VelinOhman,['C']
 Mr. AntoniYasbeck,['C']
 Mrs. Joseph (Sophie Halaut Easu)Abrahim,['C']
 Mr. SahidNakid,['C']
 Miss. Maria YoussefTouma,['C']
 Miss. May ElizabethHoward,['C']
 Mr. William ErnestCarter,['C']
 Master. Georges YoussefTouma,['C']
 Miss. Margaret DeliaDevaney,['C']
 Master. Frank John William FrankieGoldsmith,['C D']
 Mrs. Frank John (Emily Alice Brown)Goldsmith,['C D']
 Mrs. Gertrude MaybelleThorne,['D']
 Master. Edmond RogerNavratil,['D']
 Miss. AnnieJermyn,['D']
 Miss. Berta OliviaNilsson,['D']
 Master. Michel MNavratil,['D']
 Mr. Mauritz HakanBjornstrom-Steffansson,['D']
 Miss. AnnaPeter,['D']
 Mr. Karl AlfredBackstrom,['D']
 Mrs. John Murray (Caroline Lane Lamson)Brown,['D']
 Mrs. Henry Birkhardt (Irene Wallach)Harris,['D']
 Mr. JosephDuquemin,['D']
 Mr. HughWoolner,['D']
 Mr. Frederick MaxfieldHoyt,['D']
 Miss. BridgetO'Driscoll,['D']
 Mrs. Edward Dale (Charlotte Lamson)Appleton,['D']
 Mrs. Jacques Heath (Lily May Peel)Futrelle,['D']
 Miss. MaryKelly,['D']
 Mrs. Catherine (Catherine Rizk)Peter,['D']
 Mrs. Frederick Maxfield (Jane Anne Forby)Hoyt,['D']
 Miss. Erna AlexandraAndersson,['D']
sexname,['body']
